# header: effective temperature (Teff [K]), surface gravity (logg [cm s^-2]), metallicity ([M/H]), microturbulence velocity (xi_mtb [km s^-1]), whether g_rad is on or off (grad), photospheric density (rho_ph), and magnitudes in various photometric bands (mag_B, mag_R1, mag_R2, mag_Z, mag_J, mag_H, mag_K).
Teff,logg,M/H,xi_mtb,grad,rho_ph,mag_B,mag_R1,mag_R2,mag_Z,mag_J,mag_H,mag_K
6000,1.5,-1.0,2,True,3.794311369160141e-09,-35.77114772501408,-36.02932355239925,-36.07895952786166,-36.1181291389568,-36.02611400782975,-35.85062623332177,-35.396471650036034
6500,-0.85,-1.0,2,True,6.589231724877451e-12,-36.31061892099234,-36.390720740448906,-36.36346584858714,-36.36636496325275,-36.07690358437897,-35.73037957890004,-35.30076267406405
6500,-0.75,-1.0,2,True,1.2147111612468234e-11,-36.3340261062162,-36.391068886257955,-36.359612593032395,-36.38899924339751,-36.092420094337896,-35.75080872107991,-35.31500985575726
6500,-0.5,-1.0,2,True,3.185523146808169e-11,-36.35247400644601,-36.388846139828686,-36.35788593647943,-36.410432464713686,-36.12018024028213,-35.79000651234949,-35.34562758401273
6500,0.0,-1.0,2,True,1.1502941898913556e-10,-36.35592406293251,-36.38881725768638,-36.36457526665035,-36.4172764233357,-36.15769643825433,-35.84866584405139,-35.39424628636287
6500,0.5,-1.0,2,True,3.1487557283566615e-10,-36.3374006189966,-36.38839493737998,-36.37193110533312,-36.40773801444907,-36.18002978985719,-35.888686935056526,-35.429179918678805
6500,1.0,-1.0,2,True,7.767833580674417e-10,-36.30748468081934,-36.38867210042968,-36.37893584500387,-36.394977459598266,-36.19441533307245,-35.917182013808834,-35.45506806432385
6500,1.5,-1.0,2,True,1.8258113057324838e-09,-36.27221637711906,-36.378680170246035,-36.37721681163319,-36.37657776497446,-36.19993790200316,-35.935255077339065,-35.47260580249016
7000,-0.38,-1.0,2,True,2.906668875827887e-12,-36.606031568030176,-36.66297917535975,-36.62375984207126,-36.550455037508826,-36.25116432121136,-35.88220943170712,-35.438631004484655
7000,-0.35,-1.0,2,True,5.342539301678753e-12,-36.65008292341694,-36.66973054622304,-36.61792141724442,-36.580922967082785,-36.25822824126536,-35.88956961722112,-35.43800136494218
7000,-0.25,-1.0,2,True,1.1263983681305496e-11,-36.69429186593986,-36.67135015400803,-36.60943197721464,-36.605816098279746,-36.266966192822935,-35.901062513946414,-35.44314275883856
7000,0.0,-1.0,2,True,3.1981860014220556e-11,-36.73458207999192,-36.66711154772892,-36.59947664661523,-36.620508189011744,-36.27936388676496,-35.91942310903899,-35.45609931745393
7000,0.5,-1.0,2,True,1.2097654038150022e-10,-36.76573568781499,-36.67972374670301,-36.613169988381394,-36.6320184015872,-36.31161403240583,-35.96115832498047,-35.49057537582108
7000,1.0,-1.0,2,True,3.400822840518587e-10,-36.74014709442539,-36.66709629878374,-36.61082197446496,-36.610998410413245,-36.323643487894614,-35.98274870014048,-35.5142315174495
7000,1.5,-1.0,2,True,8.492746556005751e-10,-36.699480871387486,-36.6636778332687,-36.61841487180947,-36.59620429443435,-36.33827288423008,-36.005361027645506,-35.537343414875494
7500,0.15,-1.0,2,True,3.994161525480932e-12,-36.926247449438286,-36.913074319779966,-36.846017397100226,-36.764606494976576,-36.420448869939776,-36.0308406686343,-35.562028436150484
7500,0.25,-1.0,2,True,9.067366792637694e-12,-36.988531518325416,-36.91791254333817,-36.83469717068046,-36.79190044138696,-36.42229842876318,-36.03229113035119,-35.55753954726325
7500,0.5,-1.0,2,True,2.7837101999712272e-11,-37.04433975093123,-36.91588829516997,-36.8232672372241,-36.806547557100025,-36.428820147407485,-36.04102400570687,-35.56304899059322
7500,1.0,-1.0,2,True,1.1619449430064864e-10,-37.07275703776646,-36.915880990250365,-36.82371089862976,-36.80509012748245,-36.445086350823416,-36.060364181920534,-35.58163205892426
7500,1.5,-1.0,2,True,3.4971739309195953e-10,-37.06917918335812,-36.91683751944177,-36.830052088329545,-36.791891862463416,-36.459002497889514,-36.07663001936346,-35.59996178228009
4000,-3.0,-0.0,2,True,1.644430604460094e-11,-31.71752134114716,-33.754052177768244,-34.249803285003125,-34.81287913815134,-35.02575846397376,-34.8447587108237,-34.616851142887484
4000,-2.5,-0.0,2,True,4.1945319365491854e-11,-31.706183464567083,-33.732979037596884,-34.21526897743306,-34.768643555154796,-35.02646819255983,-34.97726102535724,-34.756448627058134
4000,-2.0,-0.0,2,True,9.364955083961389e-11,-31.83089783074825,-33.76012000950932,-34.20523696786691,-34.72471922180557,-35.00372144220269,-35.06595450056626,-34.839020745161974
4000,-1.5,-0.0,2,True,1.9549650866592912e-10,-32.01542924209313,-33.80485455962972,-34.19609904624344,-34.683865374793655,-34.97744286319827,-35.12937568739837,-34.88681897283826
4000,-1.0,-0.0,2,True,3.9347962827035885e-10,-32.201047510978555,-33.81801722315891,-34.179827054305505,-34.64572098429737,-34.94871740613655,-35.17484596291775,-34.9130937256067
4000,-0.5,-0.0,2,True,7.81175818527574e-10,-32.362595237121056,-33.81560396262073,-34.15761374491596,-34.61113296771949,-34.92258363701072,-35.206928272489186,-34.926018319887376
4000,0.0,-0.0,2,True,1.5509791684587811e-09,-32.48131134011182,-33.80099593125464,-34.13219424741111,-34.57990625487551,-34.899760349128066,-35.22817664901625,-34.9314741751391
4000,0.5,-0.0,2,True,3.098462573834178e-09,-32.560824893951704,-33.781177945338044,-34.10613389924768,-34.552983259948135,-34.880580823095364,-35.24399984721266,-34.932154884373716
4000,1.0,-0.0,2,True,6.225896992481203e-09,-32.60460237874259,-33.75841222172695,-34.08092078838416,-34.530690714605896,-34.86455925503464,-35.25706331855937,-34.93132524773371
4000,1.5,-0.0,2,True,1.2621905022664357e-08,-32.63285523741358,-33.73296410342468,-34.05440899172578,-34.51248370885155,-34.85094309369424,-35.26604260782789,-34.92882256331932
4500,-3.0,-0.0,2,True,4.709948297314997e-12,-33.675386234952164,-34.77778294326087,-35.02129245073684,-35.26137167716501,-35.21188029003822,-34.912188086936524,-34.59564032986178
4500,-2.75,-0.0,2,True,1.242176966623014e-11,-33.38423821139286,-34.68833415063058,-34.982964186610545,-35.29728360371237,-35.31659700957115,-35.06251141754915,-34.74216197458679
4500,-2.5,-0.0,2,True,2.418596378636447e-11,-33.25349334283314,-34.64125467222629,-34.954992553834494,-35.2953705636622,-35.35926951343824,-35.15874742107591,-34.83596289339136
4500,-2.0,-0.0,2,True,6.728722743912742e-11,-33.20664563807969,-34.60876199250808,-34.923030716871544,-35.264821495360984,-35.37903290718872,-35.27931376050087,-34.9524513655528
4500,-1.5,-0.0,2,True,1.5919521791305295e-10,-33.26974908214483,-34.609925647513194,-34.90677966209126,-35.229092632457196,-35.3688001326794,-35.347747382229684,-35.01887349842513
4500,-1.0,-0.0,2,True,3.354361111111111e-10,-33.378550814988245,-34.62070249231245,-34.89472922739961,-35.19737765116059,-35.350368856363716,-35.38737495250383,-35.05375198976074
4500,-0.5,-0.0,2,True,6.689120963798778e-10,-33.48053095751765,-34.62490033529356,-34.88039745024147,-35.169426421876196,-35.331258884196224,-35.40823437067253,-35.071169157437666
4500,0.0,-0.0,2,True,1.2764206900986407e-09,-33.56554157081949,-34.62701578062897,-34.86832350700806,-35.147914697537374,-35.31633206490399,-35.424610179657826,-35.08040446592051
4500,0.5,-0.0,2,True,2.445004385654108e-09,-33.6229168347736,-34.618819300785894,-34.85130339801727,-35.126644191147975,-35.30098269672513,-35.434843244217674,-35.0848520034654
4500,1.0,-0.0,2,True,4.620572545199501e-09,-33.668387170442344,-34.60995320213233,-34.83604953571063,-35.10973919248898,-35.28927441608817,-35.444110133483186,-35.08643157923289
4500,1.5,-0.0,2,True,8.790869403187652e-09,-33.69775773323755,-34.59719108972793,-34.81943684806429,-35.09298111296928,-35.27755358329766,-35.45141731020092,-35.086740706275634
5000,-2.47,-0.0,2,True,2.866267344717897e-12,-34.78054720259697,-35.352100604502176,-35.46505386670171,-35.54840635233693,-35.40274080210068,-35.09200818173718,-34.7515693234068
5000,-2.45,-0.0,2,True,3.849672555205048e-12,-34.74114511181859,-35.348730440449806,-35.47032654266981,-35.57357661490245,-35.433057704186794,-35.125297543561025,-34.781388499173424
5000,-2.4,-0.0,2,True,5.8818385030535435e-12,-34.67955708275464,-35.34264787888465,-35.47699205438225,-35.60721597975218,-35.47668159945629,-35.174087089538794,-34.82719800004397
5000,-2.25,-0.0,2,True,1.2579369099970685e-11,-34.561318965327956,-35.322088584649435,-35.480040471536846,-35.65179814867082,-35.55023501540323,-35.268637292136106,-34.913126736644934
5000,-2.0,-0.0,2,True,2.771130363732209e-11,-34.45954290074462,-35.29565693679203,-35.47301762998533,-35.67196660395874,-35.61006581082073,-35.368424505326374,-35.001633053765424
5000,-1.5,-0.0,2,True,8.540482720161492e-11,-34.395161429940366,-35.26859313801792,-35.45519193365125,-35.66198731441189,-35.65333808826084,-35.48845067419463,-35.10475221110188
5000,-1.0,-0.0,2,True,2.107536541260777e-10,-34.41531428768598,-35.25687722468777,-35.439148211731315,-35.63549196699651,-35.65780220126989,-35.552187861840224,-35.15889754649746
5000,-0.5,-0.0,2,True,4.677504332646518e-10,-34.4579330915499,-35.250882165744976,-35.425105811998215,-35.60921032263961,-35.64999558296942,-35.58631031177384,-35.18773817939864
5000,0.0,-0.0,2,True,9.751743950644852e-10,-34.49732886084021,-35.24406718536409,-35.41101227493375,-35.58575615053205,-35.63844678498256,-35.604122620581165,-35.202843207730275
5000,0.5,-0.0,2,True,1.972626919927951e-09,-34.52726358696586,-35.236030824959855,-35.39738419253381,-35.56596416351613,-35.62705066907287,-35.614090558062074,-35.21196570914115
5000,1.0,-0.0,2,True,3.773014118310412e-09,-34.55009681745955,-35.22789139869174,-35.38521413358873,-35.55037403951657,-35.61685916415406,-35.61812686333905,-35.214328401844504
5000,1.5,-0.0,2,True,7.456211230227153e-09,-34.55770251862302,-35.21618799003994,-35.37173735713512,-35.535672699766536,-35.607183021500504,-35.62288258929233,-35.2181097661482
4000,-3.15,-1.0,10,True,2.680183066743753e-11,-30.883361022422868,-33.33787841608441,-33.97773149898848,-34.741720691675624,-35.064339501304666,-34.97778601350009,-34.702089761226695
4000,-3.0,-1.0,10,True,3.8824053645364526e-11,-30.810443654237247,-33.287520276784925,-33.940045897242484,-34.71711576048456,-35.06508356083597,-35.03183448882062,-34.75516235804383
4000,-2.5,-1.0,10,True,1.1057778171323624e-10,-30.756928788867903,-33.25183546183111,-33.9053585977151,-34.66380837269446,-35.04061244725147,-35.1416132335535,-34.86237676158475
4000,-2.0,-1.0,10,True,2.655143793472445e-10,-30.874259085766063,-33.31999474169889,-33.93749243698932,-34.632383014598275,-35.00181708516566,-35.194214799124175,-34.90830204066383
4000,-1.5,-1.0,10,True,5.788776031883639e-10,-31.08579931847725,-33.41639174104961,-33.98204558880166,-34.60432316320276,-34.9604961952968,-35.22080647807333,-34.925615605097164
4000,-1.0,-1.0,10,True,1.1893981102693603e-09,-31.343697806861993,-33.50484749923795,-34.01576513808795,-34.57572572245284,-34.92260637066362,-35.23517977275486,-34.92977259484225
4000,-0.5,-1.0,10,True,2.374980072069622e-09,-31.60042653033027,-33.56932292930456,-34.03273679063877,-34.54658604637018,-34.89022022201168,-35.242430333063744,-34.92600165355021
4000,0.0,-1.0,10,True,4.649206832788364e-09,-31.826131035011095,-33.61045878568201,-34.03796559312421,-34.52018332318983,-34.863190369558666,-35.24972450228357,-34.92346107459844
4000,0.5,-1.0,10,True,9.061577363546216e-09,-32.01171866051433,-33.63308771435745,-34.03417419045414,-34.49671603257351,-34.840522188143815,-35.25134750713662,-34.9169753594266
4000,1.0,-1.0,10,True,1.7677914371046432e-08,-32.15940008317182,-33.64515366885964,-34.027953800653286,-34.47852176395451,-34.823281169307684,-35.25338911030242,-34.912508048773645
4000,1.5,-1.0,10,True,3.48013411147541e-08,-32.272342585515055,-33.64955391201165,-34.01926898076284,-34.4636026966293,-34.80911504525832,-35.252881739781536,-34.90601154575559
4500,-3.0,-1.0,10,True,5.9021717205061695e-12,-33.34995669863566,-34.71545831398669,-34.98834117382597,-35.26781722617432,-35.233100269194665,-34.933751153545536,-34.62193583148211
4500,-2.85,-1.0,10,True,1.2749546108242494e-11,-33.02862727805518,-34.60265335864285,-34.933561783116524,-35.28994696170673,-35.31487226643716,-35.06442554536924,-34.742918151416376
4500,-2.75,-1.0,10,True,1.8306912382531785e-11,-32.903876839112726,-34.55232503944351,-34.90503403599697,-35.289182030082,-35.343374552423896,-35.1253735859316,-34.797693307177
4500,-2.5,-1.0,10,True,3.770760975609756e-11,-32.734286521553095,-34.47141575830029,-34.852745507888486,-35.27264354307532,-35.37807833933176,-35.23446906027612,-34.89425464377073
4500,-2.0,-1.0,10,True,1.1718426245210727e-10,-32.65108515665271,-34.4112915751129,-34.80218358943007,-35.22898345878326,-35.38639569106765,-35.362447028573676,-35.003222171071926
4500,-1.5,-1.0,10,True,3.0024061538461535e-10,-32.735171464998196,-34.42177233811584,-34.79274658198432,-35.193165245338825,-35.367541437586326,-35.42128580603185,-35.050192533098944
4500,-1.0,-1.0,10,True,6.98970658436214e-10,-32.88130456607767,-34.4533794820613,-34.79590559632438,-35.16296472862869,-35.34206118354047,-35.44606190340081,-35.069005475789425
4500,-0.5,-1.0,10,True,1.520268099547511e-09,-33.04906739530282,-34.48700952401548,-34.80028216935846,-35.136759251282534,-35.317301641069065,-35.45610411667229,-35.07531381601715
4500,0.0,-1.0,10,True,3.163799872202481e-09,-33.202938900075914,-34.50860050099632,-34.79748903296024,-35.1111797459693,-35.29362203537657,-35.45796133769643,-35.07589191600165
4500,0.5,-1.0,10,True,6.387180699409734e-09,-33.33129603312862,-34.51884801347702,-34.78948614300854,-35.08808001254634,-35.27301382292231,-35.45545682109736,-35.07338547604489
4500,1.0,-1.0,10,True,1.2565072619303142e-08,-33.43257827618912,-34.521454575220574,-34.779436315339254,-35.06902732734369,-35.256708323753905,-35.45392713813453,-35.07074964854286
4500,1.5,-1.0,10,True,2.452578318250377e-08,-33.50724381456108,-34.51865546114509,-34.76793808617744,-35.05283324110333,-35.2430989943148,-35.45064647650541,-35.066871517665334
4600,-2.75,-1.0,10,True,1.1862019035455816e-11,-33.379529267583045,-34.77849116676061,-35.062810514563076,-35.36628528606893,-35.35481397225829,-35.091670509569724,-34.76445891622467
4600,-2.5,-1.0,10,True,2.8077767438515748e-11,-33.124472705671806,-34.68088217781177,-35.008995975427624,-35.36642643592006,-35.4171012633062,-35.22830476942949,-34.88561397774733
4600,-2.0,-1.0,10,True,9.400280428929956e-11,-32.988092472334515,-34.60269789643452,-34.95109868509318,-35.32913415216205,-35.44391306953316,-35.377093866706986,-35.012039270070346
4600,-1.5,-1.0,10,True,2.501229441884281e-10,-33.03850672040172,-34.596368706330544,-34.93216323803959,-35.29249869516097,-35.4321693831694,-35.44722950726617,-35.06813116029216
4600,-1.0,-1.0,10,True,5.989732544432354e-10,-33.15868829330832,-34.61508244524153,-34.92803577287934,-35.261412708668274,-35.410500504276044,-35.479238980275326,-35.09255918571709
4600,-0.5,-1.0,10,True,1.3358013908335667e-09,-33.30219647166215,-34.638447150801,-34.92673511163674,-35.2342540031518,-35.38721221961998,-35.4917807767952,-35.101493619557445
4600,0.0,-1.0,10,True,2.8374187908936095e-09,-33.439499989012226,-34.65555170081051,-34.92241046535901,-35.20961782130659,-35.36521889633812,-35.49498431991425,-35.10339734732278
4600,0.5,-1.0,10,True,5.8184124122263535e-09,-33.556035464769856,-34.66347710330907,-34.913879196291745,-35.18725419804938,-35.34560666947228,-35.49249933422796,-35.100768581288975
4600,1.0,-1.0,10,True,1.1627665609956556e-08,-33.64705038807364,-34.664159243006935,-34.90311490080573,-35.16805891900701,-35.32928961351174,-35.4904965352653,-35.098543357264724
4600,1.5,-1.0,10,True,2.2838836590878872e-08,-33.715081642071326,-34.66071301521536,-34.892110472649776,-35.15242464506937,-35.31625758616332,-35.4876207052985,-35.0957479285698
4800,-2.65,-1.0,10,True,4.5498780078895465e-12,-34.245635971626086,-35.12949448208887,-35.29169722670203,-35.44740544802839,-35.33918591487616,-35.02831544700706,-34.7017168524274
4800,-2.5,-1.0,10,True,1.2195846989141165e-11,-33.95575372582483,-35.06354561347279,-35.27650724305783,-35.50634760725182,-35.44466688943008,-35.17158617637765,-34.83043869656737
4800,-2.0,-1.0,10,True,5.6894731903882273e-11,-33.64982690260791,-34.95458646100204,-35.21914289626643,-35.5080931163537,-35.536408583455575,-35.384192009046686,-35.01324182572249
4800,-1.5,-1.0,10,True,1.6621152915539522e-10,-33.619998910049084,-34.91999878649707,-35.18807989099716,-35.474294014144355,-35.545323291966724,-35.484036483994416,-35.09503838686243
4800,-1.0,-1.0,10,True,4.191548650486097e-10,-33.68761176087472,-34.916670478966225,-35.17252817126031,-35.44223483433761,-35.532702357443654,-35.53047350760211,-35.13097153076956
4800,-0.5,-1.0,10,True,9.807080236195836e-10,-33.78435544732631,-34.922303681205356,-35.16241723662926,-35.41449261048679,-35.51455254799543,-35.550977117851154,-35.146266431704476
4800,0.0,-1.0,10,True,2.177482810701294e-09,-33.8840841970057,-34.928431044099206,-35.15362323369509,-35.390762135535084,-35.49639109216392,-35.55975426639365,-35.15270556546482
4800,0.5,-1.0,10,True,4.6401824808184144e-09,-33.97302915505255,-34.92994626601241,-35.14285898558167,-35.369331248226686,-35.47889328219774,-35.558874774340715,-35.151885438479596
4800,1.0,-1.0,10,True,9.556214284275207e-09,-34.04456254554052,-34.92804294511737,-35.13214894423615,-35.35154543635345,-35.464295377248774,-35.55904789014731,-35.15167120764437
4800,1.5,-1.0,10,True,1.93610079458505e-08,-34.09576663481035,-34.92139433809835,-35.119813735895704,-35.33548596162662,-35.45133358361542,-35.55698849139655,-35.14992264424665
5000,-2.4,-1.0,10,True,4.759625560794399e-12,-34.636230458957236,-35.329134671163025,-35.45184326307454,-35.56957972980079,-35.4339186182022,-35.12304593013296,-34.78413225850135
5000,-2.25,-1.0,10,True,1.2808532253711199e-11,-34.4291924345357,-35.29649279799317,-35.45564716268133,-35.633649099650526,-35.53247186275777,-35.25291507855083,-34.89893114479267
5000,-2.0,-1.0,10,True,3.116162988874314e-11,-34.2617201901134,-35.253482517466836,-35.44164809292236,-35.65438835680916,-35.598681885116804,-35.37278354409874,-35.00144724638477
5000,-1.5,-1.0,10,True,1.0579115692121528e-10,-34.15586361635405,-35.205014129550825,-35.41138287955744,-35.63618759188298,-35.638613458185624,-35.50521778949709,-35.11087714727026
5000,-1.0,-1.0,10,True,2.830464303466318e-10,-34.172329942729526,-35.186043323952994,-35.390209460275756,-35.605461117307904,-35.63855165456882,-35.569698653818676,-35.16214915297728
5000,-0.5,-1.0,10,True,6.884854611831323e-10,-34.22745699443493,-35.17839474212437,-35.374394754011576,-35.57699360274553,-35.62678005044977,-35.60070944453487,-35.186114686090484
5000,0.0,-1.0,10,True,1.5825390508731964e-09,-34.291598753849215,-35.17383316101803,-35.36084061604714,-35.552622278890915,-35.61209905890444,-35.61468620040535,-35.196682108652524
5000,0.5,-1.0,10,True,3.494529475828241e-09,-34.35158613884475,-35.16899117757673,-35.34819187058838,-35.53203904857056,-35.59765524562075,-35.620058852330224,-35.20063060640824
5000,1.0,-1.0,10,True,7.497831331732052e-09,-34.40100113357086,-35.16222411110451,-35.335535964606954,-35.51429735640893,-35.58428996593321,-35.62031138693478,-35.2010574552287
5000,1.5,-1.0,10,True,1.5618625340754203e-08,-34.439092866398596,-35.153853127118104,-35.32307046690111,-35.49903379513272,-35.572245914409045,-35.61772637254974,-35.19853535764772
